,Volatility (Actual),Volatility (Future),Future Days,MI,VA,VF,FD,VA Kind,VF Kind
196,Volatility (21 days),Volatility (10 days),Next 10 days,1.0550248294299358,21,10,10,Long,Short
197,Volatility (63 days),Volatility (10 days),Next 10 days,1.2391188006214433,63,10,10,Long,Short
198,Volatility (126 days),Volatility (10 days),Next 10 days,1.2231292609241846,126,10,10,Long,Short
199,Volatility (252 days),Volatility (10 days),Next 10 days,1.2441198848353254,252,10,10,Long,Short
200,Volatility (2 days),Volatility (10 days),Next 21 days,0.05130891242348934,2,10,21,Short,Short
201,Volatility (3 days),Volatility (10 days),Next 21 days,0.14430575727859551,3,10,21,Short,Short
202,Volatility (5 days),Volatility (10 days),Next 21 days,0.19663567667503123,5,10,21,Short,Short
203,Volatility (10 days),Volatility (10 days),Next 21 days,0.4136986159198317,10,10,21,Short,Short
204,Volatility (21 days),Volatility (10 days),Next 21 days,0.8813623985397498,21,10,21,Long,Short
205,Volatility (63 days),Volatility (10 days),Next 21 days,1.0145898071851,63,10,21,Long,Short
206,Volatility (126 days),Volatility (10 days),Next 21 days,1.0818076715873675,126,10,21,Long,Short
207,Volatility (252 days),Volatility (10 days),Next 21 days,1.1265435293849846,252,10,21,Long,Short
208,Volatility (2 days),Volatility (10 days),Next 63 days,0.031175047509049314,2,10,63,Short,Short
209,Volatility (3 days),Volatility (10 days),Next 63 days,0.1272493521782767,3,10,63,Short,Short
210,Volatility (5 days),Volatility (10 days),Next 63 days,0.13427168128401235,5,10,63,Short,Short
211,Volatility (10 days),Volatility (10 days),Next 63 days,0.3987253970348821,10,10,63,Short,Short
212,Volatility (21 days),Volatility (10 days),Next 63 days,0.8400435331019667,21,10,63,Long,Short
213,Volatility (63 days),Volatility (10 days),Next 63 days,0.9994842483025925,63,10,63,Long,Short
214,Volatility (126 days),Volatility (10 days),Next 63 days,1.0546222918958579,126,10,63,Long,Short
215,Volatility (252 days),Volatility (10 days),Next 63 days,1.0445220987942623,252,10,63,Long,Short
216,Volatility (2 days),Volatility (10 days),Next 126 days,0.017719257855534742,2,10,126,Short,Short
217,Volatility (3 days),Volatility (10 days),Next 126 days,0.09595171885758358,3,10,126,Short,Short
218,Volatility (5 days),Volatility (10 days),Next 126 days,0.12287240595718973,5,10,126,Short,Short
219,Volatility (10 days),Volatility (10 days),Next 126 days,0.368744594354232,10,10,126,Short,Short
220,Volatility (21 days),Volatility (10 days),Next 126 days,0.7558407063103543,21,10,126,Long,Short
221,Volatility (63 days),Volatility (10 days),Next 126 days,0.9351411112911858,63,10,126,Long,Short
222,Volatility (126 days),Volatility (10 days),Next 126 days,0.982803222271631,126,10,126,Long,Short
223,Volatility (252 days),Volatility (10 days),Next 126 days,1.033165844759437,252,10,126,Long,Short
224,Volatility (2 days),Volatility (21 days),Next 1 days,0.11935274610439528,2,21,1,Short,Long
225,Volatility (3 days),Volatility (21 days),Next 1 days,0.3395980763603763,3,21,1,Short,Long
226,Volatility (5 days),Volatility (21 days),Next 1 days,0.4890916557544509,5,21,1,Short,Long
227,Volatility (10 days),Volatility (21 days),Next 1 days,1.4720559249182283,10,21,1,Short,Long
228,Volatility (21 days),Volatility (21 days),Next 1 days,4.6434710956899306,21,21,1,Long,Long
229,Volatility (63 days),Volatility (21 days),Next 1 days,2.978346121673417,63,21,1,Long,Long
230,Volatility (126 days),Volatility (21 days),Next 1 days,3.0630188811740258,126,21,1,Long,Long
231,Volatility (252 days),Volatility (21 days),Next 1 days,3.0413102874655027,252,21,1,Long,Long
232,Volatility (2 days),Volatility (21 days),Next 3 days,0.13923271968211282,2,21,3,Short,Long
233,Volatility (3 days),Volatility (21 days),Next 3 days,0.3514272411886097,3,21,3,Short,Long
234,Volatility (5 days),Volatility (21 days),Next 3 days,0.5381249774791623,5,21,3,Short,Long
235,Volatility (10 days),Volatility (21 days),Next 3 days,1.3359287242041562,10,21,3,Short,Long
236,Volatility (21 days),Volatility (21 days),Next 3 days,2.696146416060446,21,21,3,Long,Long
237,Volatility (63 days),Volatility (21 days),Next 3 days,2.6455924284793655,63,21,3,Long,Long
238,Volatility (126 days),Volatility (21 days),Next 3 days,2.760872452001537,126,21,3,Long,Long
239,Volatility (252 days),Volatility (21 days),Next 3 days,2.7604229651011147,252,21,3,Long,Long
240,Volatility (2 days),Volatility (21 days),Next 5 days,0.14754374022441574,2,21,5,Short,Long
241,Volatility (3 days),Volatility (21 days),Next 5 days,0.3792571395900266,3,21,5,Short,Long
242,Volatility (5 days),Volatility (21 days),Next 5 days,0.5379349926468713,5,21,5,Short,Long
243,Volatility (10 days),Volatility (21 days),Next 5 days,1.3764747339297871,10,21,5,Short,Long
244,Volatility (21 days),Volatility (21 days),Next 5 days,2.7513294720796595,21,21,5,Long,Long
245,Volatility (63 days),Volatility (21 days),Next 5 days,2.68628873569623,63,21,5,Long,Long
246,Volatility (126 days),Volatility (21 days),Next 5 days,2.89066163095499,126,21,5,Long,Long
247,Volatility (252 days),Volatility (21 days),Next 5 days,2.882942570037549,252,21,5,Long,Long
248,Volatility (2 days),Volatility (21 days),Next 10 days,0.14141941459104768,2,21,10,Short,Long
249,Volatility (3 days),Volatility (21 days),Next 10 days,0.384084792086413,3,21,10,Short,Long
250,Volatility (5 days),Volatility (21 days),Next 10 days,0.5302585323056732,5,21,10,Short,Long
251,Volatility (10 days),Volatility (21 days),Next 10 days,1.426471784556492,10,21,10,Short,Long
252,Volatility (21 days),Volatility (21 days),Next 10 days,2.3842595370762583,21,21,10,Long,Long
253,Volatility (63 days),Volatility (21 days),Next 10 days,2.6010497985057,63,21,10,Long,Long
254,Volatility (126 days),Volatility (21 days),Next 10 days,2.8046631294969577,126,21,10,Long,Long
255,Volatility (252 days),Volatility (21 days),Next 10 days,2.9237391533075416,252,21,10,Long,Long
256,Volatility (2 days),Volatility (21 days),Next 21 days,0.07364511458087364,2,21,21,Short,Long
257,Volatility (3 days),Volatility (21 days),Next 21 days,0.25753822430636486,3,21,21,Short,Long
258,Volatility (5 days),Volatility (21 days),Next 21 days,0.3187250284649785,5,21,21,Short,Long
259,Volatility (10 days),Volatility (21 days),Next 21 days,1.0902894974698816,10,21,21,Short,Long
260,Volatility (21 days),Volatility (21 days),Next 21 days,2.6821639680868055,21,21,21,Long,Long
261,Volatility (63 days),Volatility (21 days),Next 21 days,3.0791751978739867,63,21,21,Long,Long
262,Volatility (126 days),Volatility (21 days),Next 21 days,3.1754327691331867,126,21,21,Long,Long
263,Volatility (252 days),Volatility (21 days),Next 21 days,3.287408890759452,252,21,21,Long,Long
264,Volatility (2 days),Volatility (21 days),Next 63 days,0.036566590243347186,2,21,63,Short,Long
265,Volatility (3 days),Volatility (21 days),Next 63 days,0.18078442906166092,3,21,63,Short,Long
266,Volatility (5 days),Volatility (21 days),Next 63 days,0.21660942174977205,5,21,63,Short,Long
267,Volatility (10 days),Volatility (21 days),Next 63 days,0.8071711346324877,10,21,63,Short,Long
268,Volatility (21 days),Volatility (21 days),Next 63 days,2.2323569944747526,21,21,63,Long,Long
269,Volatility (63 days),Volatility (21 days),Next 63 days,2.6031405428235113,63,21,63,Long,Long
270,Volatility (126 days),Volatility (21 days),Next 63 days,2.8453067566733723,126,21,63,Long,Long
271,Volatility (252 days),Volatility (21 days),Next 63 days,2.9413104731177966,252,21,63,Long,Long
272,Volatility (2 days),Volatility (21 days),Next 126 days,0.04614194033264063,2,21,126,Short,Long
273,Volatility (3 days),Volatility (21 days),Next 126 days,0.166837986984949,3,21,126,Short,Long
274,Volatility (5 days),Volatility (21 days),Next 126 days,0.19026060385043486,5,21,126,Short,Long
275,Volatility (10 days),Volatility (21 days),Next 126 days,0.8293694748792211,10,21,126,Short,Long
276,Volatility (21 days),Volatility (21 days),Next 126 days,2.19432415872599,21,21,126,Long,Long
277,Volatility (63 days),Volatility (21 days),Next 126 days,2.5803409171796243,63,21,126,Long,Long
278,Volatility (126 days),Volatility (21 days),Next 126 days,2.730913414732346,126,21,126,Long,Long
279,Volatility (252 days),Volatility (21 days),Next 126 days,2.8196002701355685,252,21,126,Long,Long
280,Volatility (2 days),Volatility (63 days),Next 1 days,0.09511332509817017,2,63,1,Short,Long
281,Volatility (3 days),Volatility (63 days),Next 1 days,0.2890621792467316,3,63,1,Short,Long
282,Volatility (5 days),Volatility (63 days),Next 1 days,0.3722915127089266,5,63,1,Short,Long
283,Volatility (10 days),Volatility (63 days),Next 1 days,1.305538907711063,10,63,1,Short,Long
284,Volatility (21 days),Volatility (63 days),Next 1 days,3.046606607071615,21,63,1,Long,Long
285,Volatility (63 days),Volatility (63 days),Next 1 days,5.14211557562922,63,63,1,Long,Long
286,Volatility (126 days),Volatility (63 days),Next 1 days,3.6663623626124697,126,63,1,Long,Long
287,Volatility (252 days),Volatility (63 days),Next 1 days,3.613433908418389,252,63,1,Long,Long
288,Volatility (2 days),Volatility (63 days),Next 3 days,0.10687141888687357,2,63,3,Short,Long
