,Volatility (Actual),Volatility (Future),Future Days,MI,VA,VF,FD,VA Kind,VF Kind
177,Volatility (3 days),Volatility (10 days),Next 3 days,0.4406832163386385,3,10,3,Short,Short
178,Volatility (5 days),Volatility (10 days),Next 3 days,0.7735039938221409,5,10,3,Short,Short
179,Volatility (10 days),Volatility (10 days),Next 3 days,1.0432887895849667,10,10,3,Short,Short
180,Volatility (21 days),Volatility (10 days),Next 3 days,1.0267965317376673,21,10,3,Long,Short
181,Volatility (63 days),Volatility (10 days),Next 3 days,1.0312015020412924,63,10,3,Long,Short
182,Volatility (126 days),Volatility (10 days),Next 3 days,1.032163459466041,126,10,3,Long,Short
183,Volatility (252 days),Volatility (10 days),Next 3 days,1.0796303505833027,252,10,3,Long,Short
184,Volatility (2 days),Volatility (10 days),Next 5 days,0.19966185933261382,2,10,5,Short,Short
185,Volatility (3 days),Volatility (10 days),Next 5 days,0.4502825804611552,3,10,5,Short,Short
186,Volatility (5 days),Volatility (10 days),Next 5 days,0.7977426407169101,5,10,5,Short,Short
187,Volatility (10 days),Volatility (10 days),Next 5 days,0.7415904685742687,10,10,5,Short,Short
188,Volatility (21 days),Volatility (10 days),Next 5 days,0.9285271641898722,21,10,5,Long,Short
189,Volatility (63 days),Volatility (10 days),Next 5 days,0.9991082818735437,63,10,5,Long,Short
190,Volatility (126 days),Volatility (10 days),Next 5 days,1.0204627518872362,126,10,5,Long,Short
191,Volatility (252 days),Volatility (10 days),Next 5 days,1.0654471572096513,252,10,5,Long,Short
192,Volatility (2 days),Volatility (10 days),Next 10 days,0.10593011449025447,2,10,10,Short,Short
193,Volatility (3 days),Volatility (10 days),Next 10 days,0.20153597363354425,3,10,10,Short,Short
194,Volatility (5 days),Volatility (10 days),Next 10 days,0.28225287831821166,5,10,10,Short,Short
195,Volatility (10 days),Volatility (10 days),Next 10 days,0.6114942992105963,10,10,10,Short,Short
196,Volatility (21 days),Volatility (10 days),Next 10 days,1.156111942765583,21,10,10,Long,Short
197,Volatility (63 days),Volatility (10 days),Next 10 days,1.1890803878334042,63,10,10,Long,Short
198,Volatility (126 days),Volatility (10 days),Next 10 days,1.303377175318622,126,10,10,Long,Short
199,Volatility (252 days),Volatility (10 days),Next 10 days,1.2383535432553687,252,10,10,Long,Short
200,Volatility (2 days),Volatility (10 days),Next 21 days,0.058718689886796405,2,10,21,Short,Short
201,Volatility (3 days),Volatility (10 days),Next 21 days,0.16663984653860986,3,10,21,Short,Short
202,Volatility (5 days),Volatility (10 days),Next 21 days,0.21152657329850832,5,10,21,Short,Short
203,Volatility (10 days),Volatility (10 days),Next 21 days,0.47818924313284317,10,10,21,Short,Short
204,Volatility (21 days),Volatility (10 days),Next 21 days,0.8620382981880725,21,10,21,Long,Short
205,Volatility (63 days),Volatility (10 days),Next 21 days,1.0356776238437062,63,10,21,Long,Short
206,Volatility (126 days),Volatility (10 days),Next 21 days,1.1072706985493168,126,10,21,Long,Short
207,Volatility (252 days),Volatility (10 days),Next 21 days,1.2401144363652898,252,10,21,Long,Short
208,Volatility (2 days),Volatility (10 days),Next 63 days,0.039352846981815404,2,10,63,Short,Short
209,Volatility (3 days),Volatility (10 days),Next 63 days,0.12437624925221602,3,10,63,Short,Short
210,Volatility (5 days),Volatility (10 days),Next 63 days,0.14330599127107213,5,10,63,Short,Short
211,Volatility (10 days),Volatility (10 days),Next 63 days,0.3826753348593268,10,10,63,Short,Short
212,Volatility (21 days),Volatility (10 days),Next 63 days,0.834927778558276,21,10,63,Long,Short
213,Volatility (63 days),Volatility (10 days),Next 63 days,0.9618383764768259,63,10,63,Long,Short
214,Volatility (126 days),Volatility (10 days),Next 63 days,1.0626954412068557,126,10,63,Long,Short
215,Volatility (252 days),Volatility (10 days),Next 63 days,1.0476652549273293,252,10,63,Long,Short
216,Volatility (2 days),Volatility (10 days),Next 126 days,0.02518944895880626,2,10,126,Short,Short
217,Volatility (3 days),Volatility (10 days),Next 126 days,0.10283842899363105,3,10,126,Short,Short
218,Volatility (5 days),Volatility (10 days),Next 126 days,0.12589389362619308,5,10,126,Short,Short
219,Volatility (10 days),Volatility (10 days),Next 126 days,0.34830023166131063,10,10,126,Short,Short
220,Volatility (21 days),Volatility (10 days),Next 126 days,0.7496370421452632,21,10,126,Long,Short
221,Volatility (63 days),Volatility (10 days),Next 126 days,0.9128830159453436,63,10,126,Long,Short
222,Volatility (126 days),Volatility (10 days),Next 126 days,0.9724009900637487,126,10,126,Long,Short
223,Volatility (252 days),Volatility (10 days),Next 126 days,1.0912107721101938,252,10,126,Long,Short
224,Volatility (2 days),Volatility (21 days),Next 1 days,0.139634390994134,2,21,1,Short,Long
225,Volatility (3 days),Volatility (21 days),Next 1 days,0.3748528230734802,3,21,1,Short,Long
226,Volatility (5 days),Volatility (21 days),Next 1 days,0.5146152954425425,5,21,1,Short,Long
227,Volatility (10 days),Volatility (21 days),Next 1 days,1.4597473870528388,10,21,1,Short,Long
228,Volatility (21 days),Volatility (21 days),Next 1 days,4.4951475561626975,21,21,1,Long,Long
229,Volatility (63 days),Volatility (21 days),Next 1 days,2.8800663948877214,63,21,1,Long,Long
230,Volatility (126 days),Volatility (21 days),Next 1 days,3.0332530127876995,126,21,1,Long,Long
231,Volatility (252 days),Volatility (21 days),Next 1 days,3.0942198463045245,252,21,1,Long,Long
232,Volatility (2 days),Volatility (21 days),Next 3 days,0.12922562481844224,2,21,3,Short,Long
233,Volatility (3 days),Volatility (21 days),Next 3 days,0.3616544335884351,3,21,3,Short,Long
234,Volatility (5 days),Volatility (21 days),Next 3 days,0.5465597837079139,5,21,3,Short,Long
235,Volatility (10 days),Volatility (21 days),Next 3 days,1.348281430815173,10,21,3,Short,Long
236,Volatility (21 days),Volatility (21 days),Next 3 days,2.645060451358765,21,21,3,Long,Long
237,Volatility (63 days),Volatility (21 days),Next 3 days,2.5869667675119774,63,21,3,Long,Long
238,Volatility (126 days),Volatility (21 days),Next 3 days,2.7684390958881084,126,21,3,Long,Long
239,Volatility (252 days),Volatility (21 days),Next 3 days,2.874230644254027,252,21,3,Long,Long
240,Volatility (2 days),Volatility (21 days),Next 5 days,0.12574759509599787,2,21,5,Short,Long
241,Volatility (3 days),Volatility (21 days),Next 5 days,0.3756051057515952,3,21,5,Short,Long
242,Volatility (5 days),Volatility (21 days),Next 5 days,0.550516552466167,5,21,5,Short,Long
243,Volatility (10 days),Volatility (21 days),Next 5 days,1.4291182458114777,10,21,5,Short,Long
244,Volatility (21 days),Volatility (21 days),Next 5 days,2.7065293471184337,21,21,5,Long,Long
245,Volatility (63 days),Volatility (21 days),Next 5 days,2.655832878690802,63,21,5,Long,Long
246,Volatility (126 days),Volatility (21 days),Next 5 days,2.8172632316583837,126,21,5,Long,Long
247,Volatility (252 days),Volatility (21 days),Next 5 days,2.9046473245073523,252,21,5,Long,Long
248,Volatility (2 days),Volatility (21 days),Next 10 days,0.12053864193535002,2,21,10,Short,Long
249,Volatility (3 days),Volatility (21 days),Next 10 days,0.3766290519107134,3,21,10,Short,Long
250,Volatility (5 days),Volatility (21 days),Next 10 days,0.5341513593552998,5,21,10,Short,Long
251,Volatility (10 days),Volatility (21 days),Next 10 days,1.4575573577941014,10,21,10,Short,Long
252,Volatility (21 days),Volatility (21 days),Next 10 days,2.470107019505452,21,21,10,Long,Long
253,Volatility (63 days),Volatility (21 days),Next 10 days,2.5640745868472874,63,21,10,Long,Long
254,Volatility (126 days),Volatility (21 days),Next 10 days,2.7904191253047634,126,21,10,Long,Long
255,Volatility (252 days),Volatility (21 days),Next 10 days,2.9331305032163786,252,21,10,Long,Long
256,Volatility (2 days),Volatility (21 days),Next 21 days,0.0804428195325615,2,21,21,Short,Long
257,Volatility (3 days),Volatility (21 days),Next 21 days,0.2638878108844773,3,21,21,Short,Long
258,Volatility (5 days),Volatility (21 days),Next 21 days,0.3590439724369734,5,21,21,Short,Long
259,Volatility (10 days),Volatility (21 days),Next 21 days,1.153322944863442,10,21,21,Short,Long
260,Volatility (21 days),Volatility (21 days),Next 21 days,2.6384146888627193,21,21,21,Long,Long
261,Volatility (63 days),Volatility (21 days),Next 21 days,2.8754354058779126,63,21,21,Long,Long
262,Volatility (126 days),Volatility (21 days),Next 21 days,3.1837582960933206,126,21,21,Long,Long
263,Volatility (252 days),Volatility (21 days),Next 21 days,3.2345298811479513,252,21,21,Long,Long
264,Volatility (2 days),Volatility (21 days),Next 63 days,0.04138928442369405,2,21,63,Short,Long
265,Volatility (3 days),Volatility (21 days),Next 63 days,0.15858362256158554,3,21,63,Short,Long
266,Volatility (5 days),Volatility (21 days),Next 63 days,0.21432940976706583,5,21,63,Short,Long
267,Volatility (10 days),Volatility (21 days),Next 63 days,0.8219274404895858,10,21,63,Short,Long
268,Volatility (21 days),Volatility (21 days),Next 63 days,2.2319894297359655,21,21,63,Long,Long
269,Volatility (63 days),Volatility (21 days),Next 63 days,2.5688711585067034,63,21,63,Long,Long
270,Volatility (126 days),Volatility (21 days),Next 63 days,2.780093097344875,126,21,63,Long,Long
271,Volatility (252 days),Volatility (21 days),Next 63 days,2.9453870994520175,252,21,63,Long,Long
272,Volatility (2 days),Volatility (21 days),Next 126 days,0.023584654104782388,2,21,126,Short,Long
273,Volatility (3 days),Volatility (21 days),Next 126 days,0.16915536718201452,3,21,126,Short,Long
274,Volatility (5 days),Volatility (21 days),Next 126 days,0.18628078384551738,5,21,126,Short,Long
275,Volatility (10 days),Volatility (21 days),Next 126 days,0.8515866340978917,10,21,126,Short,Long
276,Volatility (21 days),Volatility (21 days),Next 126 days,2.2318281888654785,21,21,126,Long,Long
